Gene	SRX339763	SRX339764	SRX339815	SRX339780	SRX339781	SRX339782	SRX2925336	SRX2925337	SRX2925320	SRX2925321	SRX2641029	SRX3054171	SRX3054175	SRX3054195	SRX339789	SRX339790	SRX339791	SRX3804718	SRX3804723	SRX2520724	SRX2520725	SRX2520726	SRX2792105	SRX3804727	SRX2792102	SRX2792103	SRX2792104	SRX3804721	SRX3804725	SRX339775	SRX339776	SRX339779	SRX339756	SRX339757	SRX339758	SRX339762	SRX339773	SRX2527292	SRX2527293	SRX2527288	SRX339816	SRX339817	SRX339818	SRX339819	SRX2664285	SRX3141064	SRX3141035	SRX3141068	SRX3141040	SRX3141075	SRX3141038	SRX3141039	SRX793136	SRX339783	SRX339784	SRX3883790	SRX3883791	SRX339807	SRX3558056	SRX3558057	ERX2154018	SRX2423172	SRX2423173	SRX339796	SRX339799	SRX2545792	SRX2545793	SRX2545794	SRX339792	SRX339795	SRX339798	SRX3804722	SRX3804724	SRX3558094	SRX339804	SRX339805	SRX339806	ERX2154030	ERX2154026	ERX2154021	ERX2154022	ERX2154023	SRX3558102	SRX2792109	SRX2792110	SRX1973318	SRX339777	SRX339778	SRX3054177	SRX3054181	SRX3558055	SRX3804716	SRX339759	SRX339801	SRX339802	SRX339803	ERX2154032	SRX3206840	SRX339823	ERX2154027	ERX2154028	SRX339809	SRX3054173	SRX339808	SRX339794	SRX339797	SRX339793	SRX339766	SRX339767	SRX3100534	ERX2154029	ERX2154015	ERX2154016	ERX2154017	SRX339810	SRX339811	SRX339768	SRX339769	SRX339770	SRX339765	SRX339774	SRX1973316	SRX1973317	SRX2527286	SRX2527287	SRX339820	SRX339821	SRX339785	SRX3883788	SRX339760	SRX339761	SRX2792107	SRX2792108	SRX3804720	SRX2527294	SRX3883792	SRX3883796	SRX3206841	SRX3206842	ERX2154025	SRX339786	SRX339787	SRX339788	SRX3100535	SRX339822	SRX2909951	SRX2909952	SRX2909953	SRX2909945	SRX2909946	SRX2909947	SRX2925340	SRX2925341	SRX2925324	SRX2925325	SRX2425991	SRX2425992	SRX2792111	SRX3045731	SRX2664283	SRX2664284	SRX793139	SRX793140	SRX793135	ERX2154019	ERX2154020	SRX3804715	SRX339771	SRX339772
Zm00001d028424	0.374419	0.291849	-0.291910	0.337807	-0.324654	-0.387513	0.253883	0.200677	-0.054016	-0.040261	-0.112280	-0.103996	-0.246931	0.102924	-0.373774	-0.224021	-0.324379	-0.267348	-0.241804	0.119985	0.000955	-0.057403	0.449583	-0.810599	0.946876	0.769426	0.903652	-0.820338	-0.974559	-0.018949	-0.314344	-0.490445	0.390728	0.123098	0.350108	0.453736	-0.191588	-0.317301	-0.399160	0.187224	-0.625567	-0.382923	-0.552613	-0.365241	1.166979	-0.211946	0.005511	-0.086521	0.029386	0.444891	0.346569	0.301638	-0.923954	1.289002	1.100086	1.113487	1.220300	-0.867067	1.268862	1.191943	-0.305247	-1.192680	-1.383701	-0.554196	-0.951938	0.445234	0.610781	0.310744	-0.151734	-0.009090	0.091074	-0.473467	-0.646438	1.384754	-0.970375	-0.834874	-1.281744	1.580732	0.000000	-0.206003	-0.138985	-0.113398	0.464626	-0.059236	0.052997	-0.536245	-0.480401	-0.430492	1.173698	0.909424	1.253574	-0.162680	-0.407149	-0.756392	-1.175796	-0.948375	1.762493	-0.398598	-0.290098	0.070195	0.416847	-0.866225	0.866226	-0.390942	-0.035926	-0.300922	-0.444912	0.241807	0.294361	-0.213193	0.849725	0.449085	0.229306	0.231629	-0.313437	0.280561	-0.228200	-0.341816	-0.169345	-0.137782	0.000000	-0.539607	-0.517547	0.156718	0.207822	-0.440919	-0.798635	1.455869	0.918427	-0.103948	-0.338182	0.299925	0.503750	-0.803676	-0.407902	0.072778	-0.042736	-0.404764	-0.375877	1.158503	0.092535	-0.022271	0.277993	-0.115169	-0.233089	-0.016700	0.063207	-0.046508	-0.832563	-0.835869	-0.862376	0.522434	0.665609	0.620302	0.722466	-0.280994	-0.191455	0.835879	-0.363431	0.034968	-0.034968	0.735034	0.778344	-1.513379	-0.042312	0.036970	0.005341	-0.049883	0.049884
Zm00001d028745	-0.838414	-0.878590	-0.174062	0.679479	0.623211	0.588376	0.840085	0.766784	1.219105	1.336748	-0.203089	-0.340535	-1.167021	-2.452076	-1.475267	-1.415774	-1.327680	-1.666827	-1.634619	-1.170133	-1.160208	-1.462985	1.855304	-0.334491	1.478354	1.303639	0.965292	-1.413505	-1.615962	-0.900283	-1.148746	-0.637421	-1.439131	-1.313159	-1.533487	-0.914440	-0.215787	-0.462555	-0.441174	2.024416	-1.320043	-0.672643	-0.773140	-0.945826	3.121466	0.658283	2.109721	1.878867	2.726460	2.349288	3.591835	3.644153	-0.742467	2.283106	1.961966	1.833147	1.953045	-0.072224	2.283449	2.087749	-1.256941	-1.326767	-0.963792	-1.064084	-1.008095	-1.270825	-0.437272	-0.569556	-0.949307	-0.884522	-1.113748	-1.151308	-1.431718	1.829314	-0.696222	-0.617053	-0.776545	1.788883	0.000000	-1.617449	-1.578050	-1.595163	1.126113	1.713567	1.950984	-1.357734	-1.289067	-1.051933	1.070025	1.498549	2.669900	-0.500829	-0.526666	-0.672810	-0.468179	-0.457854	1.720164	-1.167467	-1.254976	0.799074	0.989797	-0.778310	0.778309	-0.278707	1.487916	1.440032	-1.206634	-0.962212	-0.966568	-0.563099	1.049272	-0.006728	0.018243	0.010471	-0.295386	1.571208	-0.228944	-0.247224	-0.368219	-0.453424	0.000000	-1.426792	-1.411215	1.641665	1.664945	-1.242829	-1.580558	1.968516	1.668531	-0.663759	-0.618507	0.930413	0.663915	-1.594327	-0.552828	0.430978	0.801575	-1.216195	-1.137119	1.673590	-0.225532	-0.234184	0.072403	0.332537	0.054775	0.073731	-0.150604	0.076874	-1.970687	-1.990876	-1.813273	1.584005	1.479246	1.306811	1.404774	-0.892665	-0.739338	2.141376	-0.509373	-0.025017	0.025016	1.118219	0.924418	-2.042636	-0.009677	-0.148263	0.157939	-0.076109	0.076108
Zm00001d028787	0.033664	0.044456	-0.020307	-0.442917	0.141557	0.243544	0.221745	0.071232	0.204548	0.079626	-0.722745	0.274225	-0.168179	0.039549	-1.235367	-0.989171	-1.137098	-0.037719	-0.001531	0.185558	0.112352	0.192362	0.065767	-0.290813	0.298462	0.351369	0.820509	-0.600087	-0.664726	0.874125	1.237984	0.455583	0.693310	0.728339	0.492563	-0.643724	0.723945	0.166813	0.137621	1.077556	0.200105	0.317311	0.248056	-0.044368	-0.216711	0.061923	0.706406	0.722853	0.464097	0.623361	0.245601	0.245601	-0.301950	0.014478	0.011850	-0.493234	-0.422418	-1.186797	-0.177433	-0.369081	-0.668677	-0.668677	-1.343933	0.478059	0.736011	-1.596108	-1.836080	-1.617899	0.756043	0.737191	0.656641	0.593973	0.721794	-0.769489	0.318809	0.313469	0.346163	-0.820928	0.000000	-0.126945	0.053627	-0.110806	-0.556662	0.310540	0.430248	1.303467	0.446202	0.243883	-0.704882	0.617709	-0.036942	-1.314482	-0.698069	0.340982	0.339116	0.193583	-0.733250	0.885698	-0.482031	-0.119864	-0.281113	-0.370319	0.370318	-0.417889	-0.664573	-0.787748	1.217952	0.027702	0.009359	0.407449	0.207748	-0.601422	-0.465150	-0.418022	-0.056645	-0.302987	0.479389	0.623135	0.547321	0.194378	0.000000	1.082878	0.982319	0.769413	0.792517	-0.075783	-0.379223	-0.608055	-0.530735	-0.906923	-1.126411	-0.041512	0.431004	-0.389491	-0.665887	0.094613	0.297985	0.255927	0.253380	-0.236019	-0.292741	-0.314256	-0.184364	0.597418	0.193943	-0.026915	-0.016873	0.043788	-0.708322	-0.615291	-0.677293	0.469032	0.342183	0.619497	0.570196	-0.248690	0.359579	0.679734	-0.790624	-0.052913	0.052914	0.151414	0.281834	-0.433248	0.143486	0.216397	-0.359884	-0.174197	0.174196
Zm00001d029375	-0.335299	-0.090944	0.097275	-0.077944	0.177222	0.229688	-0.153884	-0.214334	-0.398762	-0.537156	0.516688	0.129366	0.436233	0.221848	0.245099	0.408945	0.306673	0.152855	0.196501	0.808236	0.805089	0.816608	-0.512802	0.452529	-0.493927	-0.508649	-0.180129	0.660602	0.503919	0.023896	-0.085738	0.261545	0.547880	0.477379	0.627378	-0.235370	0.071511	-0.147678	-0.102045	0.026833	0.029827	-0.137130	0.022378	0.130140	-0.574008	-0.043352	-0.084282	-0.380401	-0.299813	-0.256932	-0.429894	-0.323648	-0.365980	0.301587	0.185684	-0.097824	-0.070238	-2.018768	0.269861	0.145915	-0.081502	-0.279912	-0.160760	-0.510497	-0.071877	-0.677176	-1.182795	-0.771528	0.323882	0.356490	0.305447	0.448388	0.555197	0.577726	-0.154875	-0.063770	-0.019586	0.276883	0.000000	0.160293	0.356232	0.288806	0.080260	-0.409502	-0.476089	0.418486	0.321775	0.230524	0.038361	-0.039272	0.144473	-1.409589	-0.365599	0.031201	-0.052488	-0.241532	0.545553	-0.162922	-0.040743	0.313377	0.268401	-1.230007	1.230007	-1.763807	-0.326358	-0.289013	0.083936	0.517395	0.564095	0.750489	0.463263	0.598155	0.323888	0.397663	-0.661424	-1.201696	-0.129768	0.486464	-0.348149	0.534869	0.000000	0.423683	0.272217	0.086090	0.015563	-0.096640	-0.155811	-0.256429	0.096791	-0.219783	-0.165677	-0.450961	-0.058620	0.509580	-0.005016	0.101043	0.024007	-0.179214	-0.191510	0.250689	-0.024285	0.040763	0.042020	0.411192	-0.469688	0.002425	0.010532	-0.012958	0.566440	0.535260	0.470647	-0.482784	-0.488335	-0.277379	-0.323851	0.020432	0.118705	0.022903	-0.162041	0.021599	-0.021599	-0.034044	0.133405	-0.099360	0.619768	0.695976	-1.315745	-0.258802	0.258802
Zm00001d030388	0.225801	-0.619289	-0.619943	-0.008047	0.556375	0.465104	0.000094	0.000392	-0.000044	-0.000073	0.000799	0.000063	-0.000446	-0.000788	-0.243870	-0.244293	-0.244345	-0.244347	0.158863	-0.242589	-0.242758	-0.242659	-0.244394	-0.244449	-0.244323	-0.244379	-0.243867	-0.244330	-0.244159	0.117529	0.540974	0.548705	0.386068	0.434797	0.540461	-0.242654	-0.006938	-0.124204	-0.244332	-0.243702	-0.243583	-0.243544	-0.243646	-0.243445	-0.244096	-0.242144	-0.242069	-0.242080	-0.241423	-0.242008	-0.242283	-0.242473	0.139105	-0.243507	-0.244347	-0.243096	-0.243060	-0.242213	-0.243153	-0.243006	-0.144352	-0.079515	-0.148879	0.614948	-0.243150	0.176916	-0.242514	-0.242734	1.517473	1.372391	1.370443	0.386629	0.918034	-0.242829	0.383491	0.262646	0.610139	-0.243901	0.000000	-0.000380	-0.000380	-0.000146	0.001067	-0.000077	-0.000084	0.189515	0.655891	0.402900	-0.218647	-0.218775	-0.218231	-0.217565	-0.074422	0.196120	0.192488	0.048281	-0.219581	0.019070	-0.218763	-0.188285	-0.129999	0.001164	-0.001163	-0.162155	0.160963	0.447776	0.208368	-0.163269	-0.163241	-0.164108	-0.164336	-0.020357	-0.020436	-0.020639	-0.020255	-0.018926	-0.019634	-0.019495	-0.019497	0.159236	0.000000	0.516065	0.689904	-0.151039	-0.150943	-0.150418	-0.150353	-0.151004	-0.150142	-0.151263	-0.150810	-0.024067	-0.023554	0.047621	0.082481	-0.045322	-0.044923	-0.045349	0.098763	-0.045652	-0.000270	-0.000217	0.000218	-0.000270	0.000537	-0.040305	-0.040267	0.080573	0.000149	-0.000636	0.000457	-0.000052	0.000012	-0.000027	0.000094	-0.042729	0.127641	-0.042678	-0.042233	-0.000008	0.000008	-0.086642	-0.086961	0.173603	0.036904	0.033256	-0.070161	-0.000276	0.000276
Zm00001d030698	-1.923929	-2.886015	0.621464	1.062412	1.466728	1.659342	-1.117070	-1.116772	-1.117208	-1.117237	0.994345	0.889306	0.975377	1.609261	2.998642	3.299311	3.279974	-1.757244	-1.927528	-1.431106	-1.388915	-1.468653	1.035107	1.594460	1.796657	1.650016	-0.399253	2.127852	2.455431	2.852965	3.256488	2.710766	-1.511966	-2.016788	-1.098937	-0.888921	1.645693	0.929643	1.380085	1.845603	1.082555	0.864888	1.392047	0.996302	-3.029994	-0.802581	-1.231774	-1.425228	-3.027321	-3.027906	-1.917443	-1.951580	2.102190	-2.556332	-2.893709	-3.028994	-3.028958	-1.051702	-3.029051	-3.028904	-2.791403	-2.301535	-2.153775	1.889230	1.736993	-3.028765	0.339748	0.117926	3.057662	3.123199	3.169371	1.501925	1.853118	-3.028727	2.366585	2.371558	2.224570	-2.823571	0.000000	-0.029284	0.246829	-0.100590	-3.510941	1.894447	1.499540	3.323065	1.730594	2.910993	-3.374791	-2.920673	-3.374375	-3.373709	-2.743880	1.671637	2.027539	2.127409	-3.224185	2.062311	3.128052	0.388622	-0.358604	1.123735	-1.123735	-1.514766	-1.960791	-1.839518	0.562913	1.058063	1.785743	2.665783	-0.757427	-2.592402	-2.592481	-2.592684	-2.096200	-1.862021	3.048833	3.010344	2.888215	2.788397	0.000000	3.084662	3.260437	1.432579	1.357876	0.854332	1.227854	-2.784295	-3.389575	-2.779728	-2.264146	-0.001019	-0.593491	0.594509	-0.247373	0.064284	-0.157028	1.082623	1.049311	-1.791817	0.215121	0.237522	-0.610934	1.281402	-1.123111	0.219367	0.061673	-0.281040	5.008169	4.153515	4.718060	-3.469995	-3.469931	-3.469970	-3.469849	-1.552208	0.740598	2.519646	-1.708035	-0.000008	0.000008	-1.584735	-1.318884	2.903619	0.004247	-0.003168	-0.001080	0.436492	-0.436492
Zm00001d030954	0.158340	0.059169	0.115989	-0.436620	0.091007	0.012115	0.340879	0.271042	0.053010	0.033905	-0.048172	0.095812	-0.073068	-0.673408	-0.136349	-0.276967	-0.321730	-0.173186	-0.048711	0.122830	0.049261	0.052115	-0.179955	-0.280290	-0.578105	-0.479860	-0.183125	-0.218547	-0.241196	-0.320084	-0.122363	-0.055279	0.237713	0.104598	0.155095	-0.124357	0.018841	-0.330875	-0.335401	-0.155396	0.307477	0.494977	0.423661	0.319104	-0.366144	0.058806	0.167354	0.089183	-0.006053	0.272775	-0.260651	-0.070490	-0.411894	0.227677	-0.222809	-0.624778	-0.498399	1.467143	-0.198187	-0.111350	-0.001397	-0.719229	-0.862823	0.823046	0.625731	0.441315	0.387354	0.282184	0.570789	0.508237	0.543930	-0.014940	0.024825	-0.205182	0.277203	0.358566	0.261371	-0.537064	0.000000	0.263072	0.300785	0.289613	0.175616	-0.560620	-0.468465	-0.287541	0.104180	0.179031	-0.042054	-0.259426	0.205558	1.293955	-0.488315	0.379856	0.411870	0.438735	-0.412260	0.045719	0.161831	-1.002378	-0.728759	0.985490	-0.985490	1.278137	0.193751	0.102148	0.463823	-0.442251	-0.424468	-0.135441	-1.035697	-0.281205	-0.025994	0.008343	-0.114052	0.357132	0.074114	0.014513	0.072282	-0.105135	0.000000	-0.128550	-0.181579	0.196149	0.009200	0.681827	0.447357	-0.013653	-0.120941	-0.391487	-0.498325	0.104508	0.111634	-0.216143	-0.108694	-0.306229	-0.018188	0.351449	0.294373	-0.212708	-0.294169	-0.107740	-0.170071	0.087260	0.484720	-0.004710	-0.010636	0.015347	-0.037873	-0.184013	-0.180294	0.044859	0.014636	0.105714	0.236969	0.120226	0.045721	-0.492888	0.326941	0.036956	-0.036956	0.032341	0.067534	-0.099874	-0.331823	-0.464741	0.796565	0.042359	-0.042359
Zm00001d031230	-0.610738	-0.417565	-0.078939	0.283678	0.468909	0.354656	0.082889	-0.024612	0.053190	0.027096	0.097641	-0.115943	0.183054	-0.303316	0.008105	-0.064921	0.068100	-0.756838	-0.766916	-0.313709	-0.592285	-0.485432	-0.608392	-0.569185	-0.550710	-0.543327	-0.673620	-0.268499	-0.170841	-0.339795	-0.261891	0.362260	-0.599765	-0.644387	-0.681852	-0.518860	-0.474831	-0.544978	-0.449027	-0.579631	0.048698	-0.125953	0.084781	0.102689	-0.012351	0.106302	0.146066	0.539177	0.511451	0.634461	1.030208	0.859395	-0.345122	-0.610582	-0.498599	-0.631225	-0.528917	-0.793133	-0.534486	-0.443054	0.730818	0.056185	0.222196	0.439606	0.551006	2.663468	2.551737	2.609623	0.266978	0.262225	0.092800	-0.423272	-0.002215	-0.414531	0.625087	0.652266	0.880716	-0.283291	0.000000	0.114418	-0.029227	0.144372	0.250923	-0.311095	-0.169392	-0.010373	0.277948	0.331695	-0.406627	0.405187	-0.462120	-0.825153	0.706156	0.557275	0.400783	0.583215	-0.243970	-0.349116	-0.097760	-0.482403	-0.384741	-0.393876	0.393876	-0.488275	0.305051	0.396079	0.823270	-0.101729	-0.019609	-0.390460	-0.524330	0.378347	0.549510	0.624758	0.299956	0.342670	-0.546574	-0.667590	-0.761323	-0.219750	0.000000	0.215261	0.294823	-0.593378	-0.521148	-0.071560	0.113757	-0.504509	-0.377908	0.646785	0.797876	0.048906	-0.057013	0.008108	-0.028015	-0.217341	-0.191405	0.051005	0.233085	0.152671	-0.069309	0.083108	-0.025156	0.008291	0.003067	-0.015738	0.003408	0.012329	0.260197	0.123103	0.063993	-0.139963	-0.018540	-0.152909	-0.135884	0.130671	0.069237	-0.251076	0.051168	0.179499	-0.179499	0.097782	0.211047	-0.308829	0.589672	0.579403	-1.169074	-0.004113	0.004114
Zm00001d031258	0.689142	0.536285	-0.323820	-0.206146	-0.329798	-0.365662	0.379671	0.127261	0.229403	-0.050621	0.726499	-0.927471	-0.213272	-0.271472	-1.243014	-1.433227	-1.573659	-0.354241	-0.302882	-1.280224	-1.284145	-1.374283	1.402150	-0.498769	0.414528	0.598217	0.811647	-1.692251	-1.784811	-0.169811	-0.010211	-1.065240	-1.040568	-0.805713	-0.915115	0.687536	-0.084474	-0.159445	-0.134481	1.061447	-1.489014	-0.624218	-0.678622	-0.688958	1.240592	-0.699374	0.229639	0.159814	0.638992	0.714643	1.045069	1.305077	0.741188	2.248192	2.733038	1.417739	1.652746	-0.970970	1.070905	0.710698	-0.106286	0.320710	0.551954	-0.409411	-0.708704	1.454274	1.911071	1.238655	-1.519449	-1.284460	-1.156689	-1.278209	-1.342060	2.291778	-0.228708	-0.209748	-0.332964	2.282130	0.000000	-0.295951	-0.181776	-0.327639	1.616877	-0.498204	-0.313309	-0.470993	-1.314349	-0.896490	-1.126101	0.465037	0.949949	-0.989141	0.365767	-0.314523	-0.115765	-0.242361	2.379720	0.254618	-1.170231	0.976742	1.248128	-0.271206	0.271205	-0.660750	0.954556	0.957870	-0.373017	-1.039979	-1.020913	-0.407947	1.590178	0.573939	0.438063	0.275227	0.112926	0.162859	-0.122555	-0.692469	0.086268	-0.834260	0.000000	-0.812578	-0.948925	0.826410	0.781311	-1.208026	-1.499640	2.094645	1.307759	-0.372487	-0.168466	0.631051	0.911763	-1.542814	-0.741983	0.241553	0.115122	-0.459113	-0.677624	1.522047	-0.112753	0.056296	0.196414	0.051216	-0.191173	-0.000734	0.007918	-0.007185	-1.611418	-1.622186	-1.668374	1.256978	1.060591	1.244146	1.340261	0.087603	-0.286878	0.309583	-0.110309	-0.065475	0.065475	0.539136	0.446890	-0.986025	0.258348	0.283464	-0.541811	-0.047737	0.047737
Zm00001d031421	0.121565	0.001957	0.136668	-0.007755	-0.210677	-0.041756	1.330436	0.909606	1.156717	0.819327	-1.003845	-0.596140	-1.154321	-1.461776	-1.431130	-1.245361	-1.397730	-1.527864	-1.452902	-1.526106	-1.156665	-1.526176	3.051469	-1.025226	3.140931	3.274886	2.796543	-1.272035	-1.527676	-0.821886	-0.953833	-1.357943	-1.291756	-1.282318	-1.243962	-0.979969	0.232152	0.472860	0.297611	3.120425	-0.538614	0.125475	0.388246	-0.813369	4.638768	-0.876098	0.071616	-0.245113	0.247433	-0.009031	1.477071	1.611923	-1.357671	3.189591	2.858283	3.002286	3.460917	-0.498794	3.772157	3.334961	-1.528181	-1.527703	-1.485245	-1.526758	-1.526667	-0.956431	-0.463629	-0.187584	-1.526824	-1.347737	-1.526880	-1.527852	-1.527878	1.435800	-1.527639	-1.445177	-1.527696	2.517679	0.000000	-1.476383	-1.526500	-1.771480	0.562790	1.936514	2.275057	-0.928838	-1.024130	-1.036824	1.055186	1.972672	3.707548	0.140239	-1.102940	-1.255402	-1.180766	-1.255029	2.711536	-1.255645	-1.017901	0.119238	0.351062	-2.082527	2.082527	-0.401449	-0.402792	-0.402685	-0.013523	0.201869	0.042410	-0.009622	0.985788	-0.200786	0.001363	-0.050965	0.503088	1.392570	-0.195221	-0.310285	-0.055859	-1.083901	0.000000	-2.032164	-1.732243	2.334568	2.523669	-0.837050	-0.819334	2.145241	2.643520	-2.021726	-2.204485	1.550247	1.098473	-2.648721	-0.211764	1.513496	1.304688	-2.016467	-2.016554	1.426599	-0.127903	-0.028588	-0.031084	-0.010647	0.198222	-0.122911	0.175952	-0.053042	-2.480586	-2.551524	-2.599171	1.666267	1.385935	2.203363	2.375718	-1.511191	-1.504671	3.253283	-0.237420	0.011450	-0.011449	1.518369	1.519073	-3.037443	-0.374382	-0.441954	0.816337	0.107965	-0.107965
Zm00001d032269	1.056938	0.758176	-0.511961	-0.531264	-0.454719	-0.317167	-0.198273	-0.230432	-0.032005	0.082972	-0.387146	0.016724	-0.154453	0.902615	-0.531981	-0.214626	-0.471628	0.948757	1.118535	0.250554	0.221857	0.390573	-0.365516	0.182549	-0.499070	-0.493166	-0.531978	0.922310	0.769988	-0.410927	-0.385537	-0.190508	0.823231	0.874420	0.721451	1.221917	-0.398308	-0.442833	-0.470273	-0.531813	-0.418169	-0.367507	-0.427768	-0.439310	-0.305095	-0.530255	0.638153	-0.530191	-0.529534	-0.530119	-0.530394	-0.530584	-0.532465	-0.380025	-0.189523	-0.351656	-0.531171	2.881831	2.156430	-0.531117	0.179742	0.906383	0.657285	-0.531352	-0.295685	-0.048487	0.259341	-0.185329	-0.412287	-0.531478	-0.244775	0.471721	0.584982	0.487148	-0.491867	-0.531998	-0.463120	-0.339704	0.000000	0.005680	-0.044718	0.021455	0.041423	0.028305	-0.052143	-0.417675	-0.009556	-0.257995	0.015754	-0.248973	0.094937	3.014499	0.179534	-0.378661	-0.377498	-0.417735	0.026391	-0.332743	-0.283943	-0.248474	-0.357860	1.347093	-1.347092	3.004215	-0.329764	-0.536762	-0.536232	-0.240142	-0.458981	-0.464880	-0.437455	0.124523	-0.074950	0.051356	-0.175840	-0.174511	0.026368	-0.040428	0.195752	0.067731	0.000000	-0.058158	-0.226228	-0.226480	-0.226384	-0.090428	-0.128707	0.080753	-0.225583	0.648301	0.452918	-0.239885	-0.261474	0.501359	-0.056354	0.017538	-0.055960	-0.003820	0.148440	-0.049845	0.106055	-0.102150	-0.036192	0.042869	-0.010580	-0.017881	0.114898	-0.097018	-0.143445	-0.084829	-0.165030	0.231843	0.107675	-0.023933	0.077718	-0.064420	0.056040	-0.007297	0.015679	0.019123	-0.019123	0.083064	-0.077864	-0.005201	-0.876327	-0.928462	1.804790	0.044438	-0.044438
Zm00001d032664	0.548656	0.520364	0.886051	-0.683030	-0.576398	-0.695643	0.888595	0.721245	0.530705	0.464529	-0.874417	-0.386273	-0.468379	-0.876004	-0.564089	-0.280213	-0.597104	-0.668005	-0.636888	0.049617	-0.118327	0.035165	-0.189205	0.707173	0.270243	0.235733	0.204420	-0.305289	-0.398853	-0.771801	-0.568659	-0.557356	-0.608256	-0.421610	-0.767234	1.334711	-0.735549	0.620873	0.398615	-0.314862	0.132131	-0.301194	-0.117198	0.115917	-0.299598	0.008195	-0.265113	-0.117335	0.182916	0.391430	1.292669	0.983225	1.113982	-0.493494	-0.440463	-0.655276	-0.799799	-0.798952	0.673503	0.884527	-0.799935	1.566564	1.379602	0.313240	0.574547	-0.799606	-0.799253	-0.799473	0.354639	0.356124	0.325823	-0.240604	-0.235652	-0.521806	0.814742	0.883445	1.040808	-0.256498	0.000000	0.308388	0.124428	0.371766	-0.701290	-0.076765	-0.026527	-0.538230	-0.079634	-0.404307	-0.034860	-0.322971	0.854086	-0.310100	-0.098770	0.753830	0.510743	0.566947	-0.266214	-0.199287	0.111043	-0.352139	-0.190130	-0.041791	0.041791	-0.911934	0.151015	0.252311	0.388648	-0.101700	0.142768	0.712211	-0.633316	-0.093214	-0.159542	-0.238140	-0.126033	-0.241143	0.086696	0.232939	0.036092	0.502343	0.000000	-0.414124	-0.466623	0.174131	0.003047	0.241526	0.611106	-0.434051	0.004941	0.079711	0.200337	-0.150674	-0.196374	0.347049	0.841006	-0.463575	-0.524943	-0.054478	-0.116191	0.318180	-0.296658	-0.288323	-0.144826	0.548983	0.180825	-0.169683	0.121006	0.048677	-0.486987	-0.603817	-0.636034	0.506444	0.194352	0.404651	0.621388	-0.586224	-0.764881	0.161774	1.189330	0.010399	-0.010399	-0.405952	-0.464597	0.870550	-0.164065	-0.162946	0.327011	-0.065108	0.065109
Zm00001d032784	0.001089	0.000833	0.000179	-0.000677	-0.000627	-0.000796	-0.074455	-0.078546	-0.103016	-0.168507	-0.255895	-0.256631	-0.257140	1.194189	-0.034009	-0.034432	-0.034484	-0.034486	-0.034529	-0.032728	-0.032897	-0.032798	-0.034533	-0.034588	-0.034462	-0.034518	-0.034006	-0.034469	-0.034298	-0.034560	-0.034542	-0.034297	-0.034501	-0.033848	-0.034572	-0.032793	-0.033698	-0.034482	-0.034471	-0.033841	-0.033722	-0.033683	-0.033785	-0.033584	0.033147	-0.032283	-0.032208	-0.032219	-0.031562	-0.032147	-0.032422	-0.032612	-0.034493	0.270296	0.011595	-0.033235	-0.033199	-0.032352	0.868812	-0.033145	-0.034803	-0.034325	-0.034544	-0.033380	-0.033289	-0.033006	-0.032653	-0.032873	-0.033446	-0.033506	-0.033502	-0.034474	-0.034500	0.600919	0.020357	-0.034026	-0.034318	0.115040	0.000000	-0.097942	-0.097942	-0.097708	0.488874	-0.097639	-0.097645	-0.055548	-0.055431	-0.055464	0.167216	0.175390	0.200262	-0.054127	-0.056150	-0.055981	-0.055944	-0.055608	-0.002263	-0.056224	-0.055325	0.010342	0.004861	-0.034374	0.034374	0.000352	-0.000991	-0.000884	-0.000354	-0.000762	-0.000734	-0.001601	0.004971	0.032817	-0.004703	-0.004906	-0.004522	-0.003193	-0.003901	-0.003762	-0.003764	-0.004067	0.000000	-0.032828	-0.032823	-0.033075	-0.032979	-0.032454	-0.032389	0.294876	-0.032178	-0.033300	-0.032846	0.010338	0.028142	-0.038480	0.000016	0.000011	0.000410	-0.000016	-0.000103	-0.000319	-0.000270	-0.000217	0.000218	-0.000270	0.000537	0.000246	0.000284	-0.000529	-0.018397	-0.019182	-0.018089	0.111227	-0.018534	-0.018573	-0.018452	-0.000139	-0.000130	-0.000088	0.000357	-0.000008	0.000008	0.000514	0.000195	-0.000708	0.035470	-0.014502	-0.020969	-0.000276	0.000276
